long,lat,fr,url
35.2947772565807,32.466283157179475,"Engannim, En Gannim","https://fr.mariavaltorta.wiki/wiki/Engannim,_En_Gannim"
35.53245040062371,32.405498299404115,"Ennon, Hennon, Enon","https://fr.mariavaltorta.wiki/wiki/Ennon,_Hennon,_Enon"
35.23367322682317,31.773412035409518,En Rogel (Fontaine),https://fr.mariavaltorta.wiki/wiki/En_Rogel_(Fontaine)
35.269335872600124,31.780172594989647,Ensémès,https://fr.mariavaltorta.wiki/wiki/Ensémès
35.29157855727976,31.954755828897483,Éphraïm,https://fr.mariavaltorta.wiki/wiki/Éphraïm
35.32770722905001,32.56351501134256,Esdrelon,https://fr.mariavaltorta.wiki/wiki/Esdrelon
35.18433687573392,31.854305031931226,"Gabaon, Gibeon","https://fr.mariavaltorta.wiki/wiki/Gabaon,_Gibeon"
35.67788791056352,32.66158753013312,Gadara,https://fr.mariavaltorta.wiki/wiki/Gadara
35.51447574606868,31.893332206180013,"Galgala, Guilgal","https://fr.mariavaltorta.wiki/wiki/Galgala,_Guilgal"
34.43263521636104,31.526432402408243,Gaza,https://fr.mariavaltorta.wiki/wiki/Gaza
35.52533556441388,32.85198487021243,Génésareth,https://fr.mariavaltorta.wiki/wiki/Génésareth
35.210348239497044,31.76994724261404,Jérusalem,https://fr.mariavaltorta.wiki/wiki/Jérusalem
35.648559272480774,32.830772162669795,Gerghesa,https://fr.mariavaltorta.wiki/wiki/Gerghesa
35.23908287284,31.786391890542653,Gethsémani,https://fr.mariavaltorta.wiki/wiki/Gethsémani
35.44448924956974,33.03296926978159,Giscala,https://fr.mariavaltorta.wiki/wiki/Giscala
35.21539788069092,31.968881456485065,Goféna,https://fr.mariavaltorta.wiki/wiki/Goféna
35.10714521687246,31.5394084835322,Hébron,https://fr.mariavaltorta.wiki/wiki/Hébron
35.80879787374096,31.80725761376169,Hesbon,https://fr.mariavaltorta.wiki/wiki/Hesbon
35.225446581365894,31.774745722815958,"Hinnom (vallée), Ben Hinnom, Géhenne","https://fr.mariavaltorta.wiki/wiki/Hinnom_(vallée),_Ben_Hinnom,_Géhenne"
35.6585375932186,32.784063325412404,"Ippo, Hippos","https://fr.mariavaltorta.wiki/wiki/Ippo,_Hippos"
35.611107575839675,32.38612367172578,Jabés-Galaad,https://fr.mariavaltorta.wiki/wiki/Jabés-Galaad
34.73275923146452,31.88230893131602,Jabnia,https://fr.mariavaltorta.wiki/wiki/Jabnia
35.441286876645734,31.87567650110657,Jéricho,https://fr.mariavaltorta.wiki/wiki/Jéricho
35.24758056317507,32.8248626090544,Jiphtaël,https://fr.mariavaltorta.wiki/wiki/Jiphtaël
34.75292588457781,32.06164310290623,Joppé,https://fr.mariavaltorta.wiki/wiki/Joppé
35.084697858910296,31.457681278587067,Jutta,https://fr.mariavaltorta.wiki/wiki/Jutta
35.12215788620699,31.351856977459484,"Kériot, Kérioth","https://fr.mariavaltorta.wiki/wiki/Kériot,_Kérioth"
35.246505239377605,32.067506760111144,Lébona,https://fr.mariavaltorta.wiki/wiki/Lébona
34.89737188020141,31.95860424651642,Lidda,https://fr.mariavaltorta.wiki/wiki/Lidda
35.63374289564217,31.582227557706545,Machéronte,https://fr.mariavaltorta.wiki/wiki/Machéronte
35.51317027251029,32.832023082663106,Magdala,https://fr.mariavaltorta.wiki/wiki/Magdala
35.18378390751812,32.59254719161087,Mageddo,https://fr.mariavaltorta.wiki/wiki/Mageddo
35.351936885066266,31.325015255198668,"Masada, Massada","https://fr.mariavaltorta.wiki/wiki/Masada,_Massada"
31.30591815835774,30.12660586453351,Matarea,https://fr.mariavaltorta.wiki/wiki/Matarea
35.624061673868425,33.06748676725369,"Méron (lac), Mérom (lac)","https://fr.mariavaltorta.wiki/wiki/Méron_(lac),_Mérom_(lac)"
35.43728892493072,32.98992644931077,"Méron (cité), Meiéron","https://fr.mariavaltorta.wiki/wiki/Méron_(cité),_Meiéron"
34.99322555671065,31.94144778431809,Modin,https://fr.mariavaltorta.wiki/wiki/Modin
35.458000426530376,32.80601519894534,"Mont des Béatitudes, Cornes d'Hattin","https://fr.mariavaltorta.wiki/wiki/Mont_des_Béatitudes,_Cornes_d'Hattin"
35.34804790963234,32.640515126725084,Naïm,https://fr.mariavaltorta.wiki/wiki/Naïm
35.29890991260032,32.70740360914315,Nazareth,https://fr.mariavaltorta.wiki/wiki/Nazareth
35.72494219505834,31.7734440333252,Nébo (Mont),https://fr.mariavaltorta.wiki/wiki/Nébo_(Mont)
34.93008488678209,32.11182888872905,"Antipatride, Antipatris","https://fr.mariavaltorta.wiki/wiki/Antipatride,_Antipatris"
35.23680451833574,31.78625404910716,"Bel Nidrasch, Beth Midrasc","https://fr.mariavaltorta.wiki/wiki/Bel_Nidrasch,_Beth_Midrasc"
34.785072340702555,31.259677892293983,Bersabée,https://fr.mariavaltorta.wiki/wiki/Bersabée
35.244562905138665,31.79714623414411,Nobé,https://fr.mariavaltorta.wiki/wiki/Nobé
35.23439463558212,31.773823463329173,Ophel (quartier),https://fr.mariavaltorta.wiki/wiki/Ophel_(quartier)
35.61459490162224,32.45509177972282,Pella,https://fr.mariavaltorta.wiki/wiki/Pella
35.504167,32.503889,"Betsean, Bet-Shéan, Betscan","https://fr.mariavaltorta.wiki/wiki/Betsean,_Bet-Shéan,_Betscan"
35.07268327670572,32.927391870086105,Ptolémaïs,https://fr.mariavaltorta.wiki/wiki/Ptolémaïs
35.93727352573342,31.958731326461383,Philadelphie (Rabbath Ammon),https://fr.mariavaltorta.wiki/wiki/Philadelphie_(Rabbath_Ammon)
35.22993387595324,31.85828025782444,Rama,https://fr.mariavaltorta.wiki/wiki/Rama
35.72607556115476,32.04436828794804,"Ramot, Ramoth","https://fr.mariavaltorta.wiki/wiki/Ramot,_Ramoth"
35.25605520052573,31.90168766488445,Bétaven,https://fr.mariavaltorta.wiki/wiki/Bétaven
34.97473619436593,31.75717009316411,"Betsames, Beth Shemesh","https://fr.mariavaltorta.wiki/wiki/Betsames,_Beth_Shemesh"
34.83216588315003,32.000389542225754,Bettegon,https://fr.mariavaltorta.wiki/wiki/Bettegon
35.23322455018412,31.788183917258024,"Bézéta, Bezetha","https://fr.mariavaltorta.wiki/wiki/Bézéta,_Bezetha"
35.93852406831713,36.1201195641844,Séleucie,https://fr.mariavaltorta.wiki/wiki/Séleucie
35.49529656982274,32.975196396656465,Séphet,https://fr.mariavaltorta.wiki/wiki/Séphet
35.27789791484924,32.76003537019095,Sephoris,https://fr.mariavaltorta.wiki/wiki/Sephoris
35.28048324592368,32.21917934599124,Sichem,https://fr.mariavaltorta.wiki/wiki/Sichem
35.29611452996141,32.05743548243147,Silo,https://fr.mariavaltorta.wiki/wiki/Silo
35.235,31.770278,Siloan (lieu-dit),https://fr.mariavaltorta.wiki/wiki/Siloan_(lieu-dit)
34.97362622317574,31.68760261839135,"Soco, Soko","https://fr.mariavaltorta.wiki/wiki/Soco,_Soko"
35.168889,33.164167,Cap Blanc,https://fr.mariavaltorta.wiki/wiki/Cap_Blanc
35.30059389137854,32.2192537677712,Sychar,https://fr.mariavaltorta.wiki/wiki/Sychar
35.56849091340708,32.72674496808377,Tarichée,https://fr.mariavaltorta.wiki/wiki/Tarichée
35.213175544133506,31.64549035349704,Tecua,https://fr.mariavaltorta.wiki/wiki/Tecua
35.490635242751125,32.1463400360186,Tersa,https://fr.mariavaltorta.wiki/wiki/Tersa
35.542635238618644,32.783180010361306,Tibériade (cité),https://fr.mariavaltorta.wiki/wiki/Tibériade_(cité)
35.19359526046758,33.27446249093701,Tyr,https://fr.mariavaltorta.wiki/wiki/Tyr
12.237384384782532,42.33226901469872,Caprarola,https://fr.mariavaltorta.wiki/wiki/Caprarola
35.32194523438416,32.68625780375328,Caslot-Thabor,https://fr.mariavaltorta.wiki/wiki/Caslot-Thabor
35.21412691268933,32.70973136489378,Semeron,https://fr.mariavaltorta.wiki/wiki/Semeron
34.955556,32.825278,"Sicaminon, Sycaminon","https://fr.mariavaltorta.wiki/wiki/Sicaminon,_Sycaminon"
34.947222,31.691944,Térébinthe (vallée),https://fr.mariavaltorta.wiki/wiki/T%C3%A9r%C3%A9binthe%20(vall%C3%A9e)
35.261667,31.916944,"Aï, Et-Tell",https://fr.mariavaltorta.wiki/wiki/A%C3%AF%2C%20Et-Tell
35.229444,31.769167,"Tophet (lieu-dit), Tofet",https://fr.mariavaltorta.wiki/wiki/Tophet%20(lieu-dit)%2C%20Tofet
36.422222,33.003333,"Trachonide (région), Trachonitide (région)",https://fr.mariavaltorta.wiki/wiki/Trachonide%20(r%C3%A9gion)%2C%20Trachonitide%20(r%C3%A9gion)
35.227778,31.775833,Tour de David (Jérusalem),https://fr.mariavaltorta.wiki/wiki/Tour%20de%20David%20(J%C3%A9rusalem)
35.207222,31.704722,Tour de David (Bethléem),https://fr.mariavaltorta.wiki/wiki/Tour%20de%20David%20(Bethl%C3%A9em)
35.004444,31.770278,Timnata,https://fr.mariavaltorta.wiki/wiki/Timnata
35.587222,32.805,"Tibériade (lac), mer de Galilée",https://fr.mariavaltorta.wiki/wiki/Tib%C3%A9riade%20(lac)%2C%20mer%20de%20Galil%C3%A9e
34.999167,31.732222,Szanoé,https://fr.mariavaltorta.wiki/wiki/Szano%C3%A9
36.191667,36.176389,"Silpio, Sulpius (mont)",https://fr.mariavaltorta.wiki/wiki/Silpio%2C%20Sulpius%20(mont)
35.235,31.770278,"Siloé, Siloan (Fontaine)",https://fr.mariavaltorta.wiki/wiki/Silo%C3%A9%2C%20Siloan%20(Fontaine)
35.368333,33.561667,Sidon,https://fr.mariavaltorta.wiki/wiki/Sidon
35.0,32.4,Saron (plaine),https://fr.mariavaltorta.wiki/wiki/Saron%20(plaine)
35.298889,33.433889,Sarepta,https://fr.mariavaltorta.wiki/wiki/Sarepta
34.985556,31.775833,"Saràa (Soréa, Çoréa)",https://fr.mariavaltorta.wiki/wiki/Sar%C3%A0a%20(Sor%C3%A9a%2C%20%C3%87or%C3%A9a)
35.260556,32.143056,Samarie (cité et région),https://fr.mariavaltorta.wiki/wiki/Samarie%20(cit%C3%A9%20et%20r%C3%A9gion)
38.795556,15.761111,Saba (Royaume),https://fr.mariavaltorta.wiki/wiki/Saba%20(Royaume)
35.544444,33.219444,Rohob,https://fr.mariavaltorta.wiki/wiki/Rohob
34.875,31.927222,Ramlé,https://fr.mariavaltorta.wiki/wiki/Raml%C3%A9
35.170833,31.688889,Piscines de Salomon,https://fr.mariavaltorta.wiki/wiki/Piscines%20de%20Salomon
35.443333,30.330556,Pétra,https://fr.mariavaltorta.wiki/wiki/P%C3%A9tra
30.854167,36.961667,Pergé,https://fr.mariavaltorta.wiki/wiki/Perg%C3%A9
35.640833,32.066667,Pérée (région),https://fr.mariavaltorta.wiki/wiki/P%C3%A9r%C3%A9e%20(r%C3%A9gion)
26.254722,35.197778,"Paléocastro, Paleocastros",https://fr.mariavaltorta.wiki/wiki/Pal%C3%A9ocastro%2C%20Paleocastros
35.524444,33.058056,Nephtali (région),https://fr.mariavaltorta.wiki/wiki/Nephtali%20(r%C3%A9gion)
35.484444,31.576111,Mer Morte,https://fr.mariavaltorta.wiki/wiki/Mer%20Morte
35.570556,32.667778,Magedan,https://fr.mariavaltorta.wiki/wiki/Magedan
34.608333,31.669444,Magdalgad,https://fr.mariavaltorta.wiki/wiki/Magdalgad
34.955278,31.727778,Macéda,https://fr.mariavaltorta.wiki/wiki/Mac%C3%A9da
35.653056,33.238333,Lesemdan,https://fr.mariavaltorta.wiki/wiki/Lesemdan
35.033333,32.816667,"Kison, Kishon",https://fr.mariavaltorta.wiki/wiki/Kison%2C%20Kishon
35.272778,32.838611,"Jotapate, Yodephat",https://fr.mariavaltorta.wiki/wiki/Jotapate%2C%20Yodephat
35.183333,31.716667,Jala,https://fr.mariavaltorta.wiki/wiki/Jala
35.274444,32.690833,Jafia,https://fr.mariavaltorta.wiki/wiki/Jafia
35.842222,32.196944,Jaboc,https://fr.mariavaltorta.wiki/wiki/Jaboc
44.316667,31.975278,Ischilo,https://fr.mariavaltorta.wiki/wiki/Ischilo
32.4825,37.865556,Iconium,https://fr.mariavaltorta.wiki/wiki/Iconium
35.857222,33.414167,Hermon (Grand),https://fr.mariavaltorta.wiki/wiki/Hermon%20(Grand)
35.358333,32.618611,Hermon (Petit),https://fr.mariavaltorta.wiki/wiki/Hermon%20(Petit)
34.855556,31.695278,Get,https://fr.mariavaltorta.wiki/wiki/Get
34.921944,31.876944,"Jézéron (Geser, Guézer)",https://fr.mariavaltorta.wiki/wiki/J%C3%A9z%C3%A9ron%20(Geser%2C%20Gu%C3%A9zer)
35.088611,31.985833,"Gaas, Gahas",https://fr.mariavaltorta.wiki/wiki/Gaas%2C%20Gahas
34.971667,31.710278,Gerimot,https://fr.mariavaltorta.wiki/wiki/Gerimot
35.766667,33.233889,"Fialé, Phialé (lac)",https://fr.mariavaltorta.wiki/wiki/Fial%C3%A9%2C%20Phial%C3%A9%20(lac)
35.244444,31.783333,Champ des galiléens (Jérusalem),https://fr.mariavaltorta.wiki/wiki/Champ%20des%20galil%C3%A9ens%20(J%C3%A9rusalem)
35.483333,33.891389,"Colonie Julia, Colonia Julia",https://fr.mariavaltorta.wiki/wiki/Colonie%20Julia%2C%20Colonia%20Julia
35.235556,31.7775,Mont Moriah,https://fr.mariavaltorta.wiki/wiki/Mont%20Moriah
35.238611,31.773611,Cédron (Vallée du),https://fr.mariavaltorta.wiki/wiki/C%C3%A9dron%20(Vall%C3%A9e%20du)
36.298333,33.512222,Damas,https://fr.mariavaltorta.wiki/wiki/Damas
36.144167,36.129722,"Daphné, Daphnée",https://fr.mariavaltorta.wiki/wiki/Daphn%C3%A9%2C%20Daphn%C3%A9e
35.375,32.695278,"Débereth, Débaret, Déberet",https://fr.mariavaltorta.wiki/wiki/D%C3%A9bereth%2C%20D%C3%A9baret%2C%20D%C3%A9beret
35.776667,31.5,"Débon, Debon",https://fr.mariavaltorta.wiki/wiki/D%C3%A9bon%2C%20Debon
35.560556,33.026389,"Hatsor, Hatzor","https://fr.mariavaltorta.wiki/wiki/Hatsor,_Hatzor"
